INSTANCE_ID,MINISAT,CRYPTOMINISAT,SPEAR
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/aloul/Homer/homer08.shuffled.cnf,65.04,3600.0,61.7
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/aloul/Homer/homer09.shuffled.cnf,86.15,3600.0,140.55
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/aloul/Homer/homer10.shuffled.cnf,74.13,3600.0,435.27
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/aloul/Homer/homer11.shuffled.cnf,189.25,3600.0,87.78
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/aloul/Homer/homer12.shuffled.cnf,511.37,3600.0,161.76
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/aloul/Homer/homer13.shuffled.cnf,1399.33,3600.0,568.38
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/aloul/Homer/homer14.shuffled.cnf,3600.0,3600.0,2671.69
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/cmpadd/ca002.shuffled.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/cmpadd/ca004.shuffled.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/cmpadd/ca008.shuffled.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/cmpadd/ca016.shuffled.cnf,0.0,0.01,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/cmpadd/ca032.shuffled.cnf,0.01,0.02,0.02
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/cmpadd/ca064.shuffled.cnf,0.02,0.04,0.07
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/cmpadd/ca128.shuffled.cnf,0.07,0.12,0.22
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/cmpadd/ca256.shuffled.cnf,0.15,0.37,0.56
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/dinphil/dp02s02.shuffled.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/dinphil/dp11s11.shuffled.cnf,0.26,8.42,1.7
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/dinphil/dp12s12.shuffled.cnf,0.28,3.46,16.64
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/dinphil/dp03s03.shuffled.cnf,0.0,0.01,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/dinphil/dp04s04.shuffled.cnf,0.01,0.03,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/dinphil/dp05s05.shuffled.cnf,0.02,0.05,0.02
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/dinphil/dp06s06.shuffled.cnf,0.03,0.11,0.05
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/dinphil/dp07s07.shuffled.cnf,0.05,0.14,0.04
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/dinphil/dp08s08.shuffled.cnf,0.1,0.31,0.21
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/dinphil/dp09s09.shuffled.cnf,0.12,0.26,0.5
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/dinphil/dp10s10.shuffled.cnf,0.14,0.68,0.94
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/dinphil/dp02u01.shuffled.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/dinphil/dp11u10.shuffled.cnf,285.76,3600.0,119.82
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/dinphil/dp12u11.shuffled.cnf,3600.0,3600.0,722.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/dinphil/dp03u02.shuffled.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/dinphil/dp04u03.shuffled.cnf,0.01,0.02,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/dinphil/dp05u04.shuffled.cnf,0.02,0.04,0.03
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/dinphil/dp06u05.shuffled.cnf,0.05,0.12,0.1
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/dinphil/dp07u06.shuffled.cnf,0.15,0.29,0.54
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/dinphil/dp08u07.shuffled.cnf,1.31,3600.0,2.96
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/dinphil/dp09u08.shuffled.cnf,6.95,3600.0,11.16
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/biere/dinphil/dp10u09.shuffled.cnf,41.6,16.56,61.33
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/dellacherie/cache/cache_05.shuffled.cnf,5.12,35.15,66.67
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/dellacherie/cache/cache_10.shuffled.cnf,10.32,87.35,447.4
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/dellacherie/comb/comb1.shuffled.cnf,1507.53,3600.0,3600.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/dellacherie/comb/comb2.shuffled.cnf,21.36,75.72,223.7
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/dellacherie/comb/comb3.shuffled.cnf,36.44,3600.0,98.5
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/dellacherie/f2clk/f2clk_30.shuffled.cnf,4.57,5.83,21.19
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/dellacherie/f2clk/f2clk_40.shuffled.cnf,42.89,45.47,581.18
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/dellacherie/f2clk/f2clk_50.shuffled.cnf,253.76,3600.0,3600.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/dellacherie/fifo8/fifo8_100.shuffled.cnf,2.07,5.37,11.6
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/dellacherie/fifo8/fifo8_200.shuffled.cnf,13.88,49.15,102.61
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/dellacherie/fifo8/fifo8_300.shuffled.cnf,35.35,3600.0,339.48
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/dellacherie/fifo8/fifo8_400.shuffled.cnf,61.12,200.59,733.78
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/dellacherie/ip/ip25.shuffled.cnf,1.67,3.8,6.14
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/dellacherie/ip/ip36.shuffled.cnf,4.29,8.27,15.24
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/dellacherie/ip/ip38.shuffled.cnf,3.53,8.9,20.11
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/dellacherie/ip/ip50.shuffled.cnf,9.88,42.15,53.34
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/dellacherie/w08/w08_10.shuffled.cnf,10.17,18.29,22.74
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/dellacherie/w08/w08_14.shuffled.cnf,84.82,243.86,181.01
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/dellacherie/w08/w08_15.shuffled.cnf,153.72,221.32,415.52
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/dellacherie/w10/w10_45.shuffled.cnf,0.7,1.64,1.97
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/dellacherie/w10/w10_60.shuffled.cnf,2.1,4.39,7.69
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/dellacherie/w10/w10_70.shuffled.cnf,5.55,9.28,19.78
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/dellacherie/w10/w10_75.shuffled.cnf,2.63,11.44,19.2
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/bmc1/23.shuffled.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/bmc1/4.shuffled.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/bmc1/42.shuffled.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/bmc1/61.shuffled.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/bmc2/cnt05.shuffled.cnf,0.0,0.01,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/bmc2/cnt06.shuffled.cnf,0.02,0.04,0.04
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/bmc2/cnt07.shuffled.cnf,0.08,0.28,0.28
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/bmc2/cnt08.shuffled.cnf,0.64,1.74,1.66
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/bmc2/cnt09.shuffled.cnf,6.74,3600.0,17.95
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/bmc2/cnt10.shuffled.cnf,69.67,3600.0,118.62
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/9symml_gr_2pin_w5.shuffled.cnf,0.29,1.3,0.11
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/c499_gr_2pin_w5.shuffled.cnf,0.33,0.37,0.27
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/c499_gr_2pin_w6.shuffled.cnf,0.47,1.99,1.04
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/c499_gr_rcs_w5.shuffled.cnf,0.07,0.07,0.02
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/c499_gr_rcs_w6.shuffled.cnf,0.06,0.08,0.03
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/c880_gr_rcs_w5.shuffled.cnf,0.23,0.25,0.08
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/c880_gr_rcs_w6.shuffled.cnf,23.25,38.42,67.84
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/c880_gr_rcs_w7.shuffled.cnf,0.32,0.35,0.11
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/example2_gr_2pin_w5.shuffled.cnf,0.33,1.34,0.22
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/example2_gr_2pin_w6.shuffled.cnf,0.38,1.63,0.61
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/example2_gr_rcs_w5.shuffled.cnf,0.1,0.15,0.04
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/9symml_gr_2pin_w6.shuffled.cnf,0.35,1.77,0.45
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/example2_gr_rcs_w6.shuffled.cnf,0.11,0.13,0.05
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/term1_gr_2pin_w3.shuffled.cnf,0.0,0.01,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/term1_gr_2pin_w4.shuffled.cnf,0.01,0.03,0.02
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/term1_gr_rcs_w3.shuffled.cnf,0.0,0.01,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/term1_gr_rcs_w4.shuffled.cnf,0.0,0.01,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/too_large_gr_rcs_w5.shuffled.cnf,0.16,0.16,0.06
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/too_large_gr_rcs_w6.shuffled.cnf,0.22,0.27,0.11
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/too_large_gr_rcs_w7.shuffled.cnf,0.24,0.3,0.09
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/too_large_gr_rcs_w8.shuffled.cnf,0.29,0.29,0.1
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/too_large_gr_rcs_w9.shuffled.cnf,0.33,0.41,0.12
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/9symml_gr_rcs_w5.shuffled.cnf,0.12,0.13,0.06
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/vda_gr_rcs_w7.shuffled.cnf,6.89,1.45,12.92
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/vda_gr_rcs_w8.shuffled.cnf,2.33,182.55,128.84
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/vda_gr_rcs_w9.shuffled.cnf,1.2,1.1,0.22
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/9symml_gr_rcs_w6.shuffled.cnf,0.13,0.12,0.04
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/alu2_gr_rcs_w7.shuffled.cnf,3.22,3.52,4.21
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/alu2_gr_rcs_w8.shuffled.cnf,0.62,0.49,0.13
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/apex7_gr_2pin_w4.shuffled.cnf,0.04,0.12,0.04
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/apex7_gr_2pin_w5.shuffled.cnf,0.1,0.27,0.2
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/fpga_routing/apex7_gr_rcs_w5.shuffled.cnf,0.04,0.04,0.01
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/rand_net/rand_net40-25-1.shuffled.cnf,0.07,0.21,0.08
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/rand_net/rand_net40-60-1.shuffled.cnf,0.16,0.71,0.25
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/rand_net/rand_net40-60-10.shuffled.cnf,118.58,3600.0,263.68
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/rand_net/rand_net40-60-5.shuffled.cnf,5.86,5.61,11.9
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/rand_net/rand_net40-25-10.shuffled.cnf,1.82,1.58,6.86
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/rand_net/rand_net40-25-5.shuffled.cnf,1.22,1.3,8.08
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/rand_net/rand_net40-30-1.shuffled.cnf,0.21,0.52,0.5
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/rand_net/rand_net40-30-10.shuffled.cnf,1.91,3600.0,12.47
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/rand_net/rand_net40-30-5.shuffled.cnf,1.74,5.02,3.65
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/rand_net/rand_net40-40-1.shuffled.cnf,0.15,0.36,0.38
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/rand_net/rand_net40-40-10.shuffled.cnf,4.25,3.74,13.13
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/rand_net/rand_net40-40-5.shuffled.cnf,2.66,2.63,4.16
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/rand_net/rand_net50-25-1.shuffled.cnf,0.42,0.54,0.92
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/rand_net/rand_net50-60-1.shuffled.cnf,0.38,1.14,0.69
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/rand_net/rand_net50-60-10.shuffled.cnf,131.94,3600.0,787.78
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/rand_net/rand_net50-60-5.shuffled.cnf,44.42,47.09,182.19
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/rand_net/rand_net50-25-10.shuffled.cnf,4.24,2.39,29.49
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/rand_net/rand_net50-25-5.shuffled.cnf,4.25,3600.0,21.3
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/rand_net/rand_net50-30-1.shuffled.cnf,0.42,0.86,1.05
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/rand_net/rand_net50-30-10.shuffled.cnf,9.63,3600.0,78.3
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/rand_net/rand_net50-30-5.shuffled.cnf,26.38,11.13,132.84
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/rand_net/rand_net50-40-1.shuffled.cnf,0.56,1.16,1.57
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/rand_net/rand_net50-40-10.shuffled.cnf,243.3,3600.0,3600.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/rand_net/rand_net50-40-5.shuffled.cnf,9.89,3600.0,36.42
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/rand_net/rand_net60-25-1.shuffled.cnf,1.6,1.92,3.18
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/submitted/goldberg/rand_net/rand_net60-60-1.shuffled.cnf,1.49,2.0,2.55
