INSTANCE_ID,MINISAT,TNM,SAPS
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.1/unif-c600-v300-s344542280.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.1/unif-c600-v300-s521126889.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.1/unif-c600-v300-s626782832.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.1/unif-c600-v300-s641082451.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.1/unif-c700-v350-s1335617777.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.1/unif-c700-v350-s2083492205.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.1/unif-c700-v350-s822102181.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.1/unif-c700-v350-s915690873.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.1/unif-c700-v350-s957783367.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.1/unif-c800-v400-s1071440103.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.1/unif-c800-v400-s1374493516.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.1/unif-c800-v400-s1765132120.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.1/unif-c800-v400-s1977008968.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.1/unif-c800-v400-s2089783139.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.1/unif-c900-v450-s1127802677.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.1/unif-c900-v450-s1604180397.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.1/unif-c900-v450-s1937786301.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.1/unif-c900-v450-s531829070.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.1/unif-c900-v450-s912713254.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c1050-v300-s1322072595.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c1050-v300-s1409675929.cnf,0.01,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c1050-v300-s1735159473.cnf,0.01,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c1050-v300-s422550227.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c1050-v300-s4756620.cnf,0.01,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c1225-v350-s1021971631.cnf,0.07,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c1225-v350-s1067518127.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c1225-v350-s1199070736.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c1225-v350-s325002486.cnf,0.02,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c1225-v350-s655749504.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c1400-v400-s1541435374.cnf,0.01,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c1400-v400-s286980635.cnf,0.02,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c1400-v400-s341455820.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c1400-v400-s454869189.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c1400-v400-s796368807.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c1575-v450-s1042678302.cnf,0.02,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c1575-v450-s1096517235.cnf,0.02,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c1575-v450-s1304073888.cnf,0.01,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c1575-v450-s1596984039.cnf,0.01,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c1575-v450-s619481044.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c1750-v500-s1272200162.cnf,0.27,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c1750-v500-s1629273628.cnf,0.14,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c1750-v500-s1716169373.cnf,0.04,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c1750-v500-s322302405.cnf,0.04,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c1750-v500-s347258137.cnf,0.03,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c2100-v600-s1765710634.cnf,0.11,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c2100-v600-s669085844.cnf,0.04,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c2100-v600-s73266788.cnf,0.01,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c2100-v600-s836614652.cnf,0.37,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c2100-v600-s94657350.cnf,0.22,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c2275-v650-s1605985837.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c2275-v650-s2042225625.cnf,0.03,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c2275-v650-s396035201.cnf,0.04,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c2275-v650-s58174902.cnf,0.0,0.01,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c2275-v650-s79481902.cnf,0.06,0.01,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c2450-v700-s1373176568.cnf,0.05,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c2450-v700-s1465124739.cnf,0.04,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c2450-v700-s1606623729.cnf,0.01,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c2450-v700-s1678126136.cnf,0.0,0.0,0.01
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c2450-v700-s2097299623.cnf,0.11,0.01,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c875-v250-s1352423948.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c875-v250-s1391366762.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c875-v250-s1783580328.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c875-v250-s249964644.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.2/unif-c875-v250-s909738504.cnf,0.0,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c1000-v250-s1411697929.cnf,0.1,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c1000-v250-s1631980318.cnf,0.17,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c1000-v250-s369245744.cnf,0.06,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c1000-v250-s493136130.cnf,0.61,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c1000-v250-s542677735.cnf,1.26,0.01,0.02
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c1200-v300-s1073623960.cnf,5.2,0.01,0.01
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c1200-v300-s1288027837.cnf,3.94,0.01,0.01
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c1200-v300-s1582947682.cnf,0.21,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c1200-v300-s1646724117.cnf,0.61,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c1200-v300-s2005076753.cnf,2.82,0.0,0.01
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c1400-v350-s1348257932.cnf,3.26,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c1400-v350-s1555423384.cnf,2.77,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c1400-v350-s517333778.cnf,2.77,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c1400-v350-s586008725.cnf,0.49,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c1400-v350-s739832409.cnf,0.17,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c1600-v400-s121140145.cnf,97.22,0.0,0.02
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c1600-v400-s1563583651.cnf,69.71,0.09,0.02
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c1600-v400-s254398717.cnf,36.35,0.01,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c1600-v400-s564950653.cnf,34.78,0.01,0.02
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c1600-v400-s663712891.cnf,4.04,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c1800-v450-s1103856081.cnf,25.66,0.01,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c1800-v450-s1424509138.cnf,262.83,0.01,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c1800-v450-s152854136.cnf,14.73,0.01,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c1800-v450-s357091487.cnf,162.54,0.05,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c1800-v450-s525332930.cnf,25.65,0.01,0.01
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c2000-v500-s1351967719.cnf,103.96,0.0,0.01
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c2000-v500-s1430410602.cnf,63.54,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c2000-v500-s1519247878.cnf,68.11,0.0,0.01
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c2000-v500-s1549631410.cnf,404.74,0.03,0.07
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c2000-v500-s1666594671.cnf,18.84,0.01,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c2400-v600-s1118123840.cnf,396.92,0.02,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c2400-v600-s1264805776.cnf,3600.0,0.04,0.07
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c2400-v600-s2085020208.cnf,1233.29,0.02,0.02
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c2400-v600-s517380566.cnf,663.34,0.03,0.01
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c2400-v600-s817825393.cnf,399.02,0.0,0.01
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c2600-v650-s1030197083.cnf,3600.0,0.02,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c2600-v650-s1090787541.cnf,1769.67,0.01,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c2600-v650-s1859206638.cnf,3600.0,0.01,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c2600-v650-s2035184328.cnf,32.36,0.01,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c2600-v650-s735092588.cnf,3600.0,0.07,1.26
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c2800-v700-s1040018618.cnf,3600.0,0.02,0.08
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c2800-v700-s1215180997.cnf,3600.0,0.02,0.07
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c2800-v700-s1462454127.cnf,3600.0,0.03,0.01
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c2800-v700-s1888776522.cnf,3600.0,0.01,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.3/unif-c2800-v700-s2085597690.cnf,3600.0,0.01,0.01
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.4/unif-c1050-v250-s1555190860.cnf,7.04,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.4/unif-c1050-v250-s616014677.cnf,0.46,0.01,0.01
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.4/unif-c1050-v250-s746993280.cnf,3.32,0.05,0.1
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.4/unif-c1260-v300-s1076315570.cnf,2.36,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.4/unif-c1260-v300-s1591302244.cnf,6.73,0.05,0.12
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.4/unif-c1260-v300-s1955974087.cnf,11.54,0.0,0.28
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.4/unif-c1260-v300-s76038298.cnf,8.33,0.0,0.03
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.4/unif-c1260-v300-s93042610.cnf,1.32,0.0,0.0
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.4/unif-c1470-v350-s1226458045.cnf,380.98,0.01,0.02
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.4/unif-c1470-v350-s1464544270.cnf,1.08,0.01,0.01
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.4/unif-c1470-v350-s1480202407.cnf,171.09,0.01,0.16
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.4/unif-c1470-v350-s675612104.cnf,401.08,0.15,0.62
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.4/unif-c1470-v350-s720089528.cnf,290.49,1.34,0.97
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.4/unif-c1680-v400-s1278406777.cnf,3489.35,0.04,0.03
/ubc/cs/project/arrow/projects/Sat_Data/bench/SAT_Competition2002/sat-2002-beta/generated/gen-1/gen-1.4/unif-c1680-v400-s2068585993.cnf,705.48,0.02,0.01
